title,category,nominee,artist,workers,img
17th Annual GRAMMY Awards  (1974),Best Classical Performance - Orchestra,Berlioz: Symphonie Fantastique,,(Chicago Symphony Orchestra),
17th Annual GRAMMY Awards  (1974),Best Opera Recording,Puccini: La Boheme,,"Georg Solti; Richard Mohr, producer (London Philharmonic)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/georgsolti-spotlight-78824961.png?itok=rNrB7-r2
17th Annual GRAMMY Awards  (1974),"Best Choral Performance, Classical (Other Than Opera)",Berlioz: The Damnation Of Faust,,"(Ambrosian Singers, London Symphony Chorus & Wandsworth School Boys Choir; London Symphony Orchestra)",
17th Annual GRAMMY Awards  (1974),Best Chamber Music Performance,Brahms: Trios (Complete)/Schumann: Trio No. 1 In D Minor,,"Pierre Fournier, Artur Rubinstein & Henryk Szeryng, artists",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Henryk%2BSzeryng/Henryk%2520Szeryng_1_1_1575364710.jpg?itok=e_lxEyg1
17th Annual GRAMMY Awards  (1974),Best Classical Performance Instrumental Soloist Or Soloists (With Orchestra),Shostakovich: Violin Concerto No. 1,,"David Oistrakh, artist (New Philharmonia)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/David%2BOistrakh/David%2520Oistrakh_1_1_1575370360.jpg?itok=-VklkCPS
17th Annual GRAMMY Awards  (1974),Best Classical Performance Instrumental Soloist Or Soloists (Without Orchestra),Albeniz: Iberia,,"Alicia De Larrocha, artist",
17th Annual GRAMMY Awards  (1974),Best Classical Vocal Soloist Performance,Leontyne Price Sings Richard Strauss,,,
17th Annual GRAMMY Awards  (1974),Best Engineered Recording - Classical,Berlioz: Symphonie Fantastique,,"Kenneth Wilkinson, engineer (Georg Solti, conductor)",
16th Annual GRAMMY Awards  (1973),Record Of The Year,Killing Me Softly With His Song,Roberta Flack,"Joel Dorn, producer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Roberta%2BFlack/Roberta%2520Flack_1_1_1575365614.jpg?itok=xIenBn49
16th Annual GRAMMY Awards  (1973),Album Of The Year,Innervisions,Stevie Wonder,"Stevie Wonder, producer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/stevie_wonder_spotlight_679944700.png?itok=B9CVfELw
16th Annual GRAMMY Awards  (1973),Song Of The Year,Killing Me Softly With His Song,,"Charles Fox & Norman Gimbel, songwriters (Roberta Flack)",
16th Annual GRAMMY Awards  (1973),Best New Artist,Bette Midler,,,
16th Annual GRAMMY Awards  (1973),Best Instrumental Arrangement,Summer In The City,,"Quincy Jones, arranger (Quincy Jones)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/quincy_jones_spotlight_869190054.png?itok=mg5doini
16th Annual GRAMMY Awards  (1973),Best Arrangement Accompanying Vocalist(s),Live And Let Die,,"George Martin, arranger (Paul McCartney & Wings)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/georgemartin-spotlight-514811100.png?itok=b-Se_ovM
16th Annual GRAMMY Awards  (1973),Best Engineered Recording - Non-Classical,Innervisions,,"Malcolm Cecil & Robert Margouleff, engineers (Stevie Wonder)",
16th Annual GRAMMY Awards  (1973),Best Album Package,Tommy,,"Wilkes And Braun, art director (London Symphony Orchestra/Chamber Choir)",
16th Annual GRAMMY Awards  (1973),Best Album Notes,God Is In The House,,"Dan Morgenstern, album notes writer (Art Tatum)",
16th Annual GRAMMY Awards  (1973),Best Album Notes - Classical,Hindemith: Sonatas For Piano,,"Glenn Gould, album notes writer (Glenn Gould, piano)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Glenn%2BGould/Glenn%2520Gould_1_1_1575371744.jpg?itok=b6DuYLNh
16th Annual GRAMMY Awards  (1973),Best Jazz Performance By A Soloist,God Is In The House,,"Art Tatum, soloist",
16th Annual GRAMMY Awards  (1973),Best Jazz Performance By A Group,Supersax Plays Bird,Supersax,,
16th Annual GRAMMY Awards  (1973),Best Jazz Performance By A Big Band,Giant Steps,Woody Herman,,
16th Annual GRAMMY Awards  (1973),"Best Pop Vocal Performance, Female",Killing Me Softly With His Song,Roberta Flack,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Roberta%2BFlack/Roberta%2520Flack_1_1_1575365614.jpg?itok=xIenBn49
16th Annual GRAMMY Awards  (1973),"Best Pop Vocal Performance, Male",You Are The Sunshine Of My Life,Stevie Wonder,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/stevie_wonder_spotlight_679944700.png?itok=B9CVfELw
16th Annual GRAMMY Awards  (1973),"Best Pop Vocal Performance By A Duo, Group Or Chorus",Neither One Of Us (Wants To Be The First To Say Goodbye),Gladys Knight & The Pips,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Gladys%2BKnight/Gladys%2520Knight_1_1_1575359715.jpg?itok=5ulEHeck
16th Annual GRAMMY Awards  (1973),Best Pop Instrumental Performance,Also Sprach Zarathustra (2001),Eumir Deodato,,
16th Annual GRAMMY Awards  (1973),"Best R&B Vocal Performance, Female",Master Of Eyes,Aretha Franklin,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/arethafranklin-spotlight-814033614.png?itok=V--ngI5B
16th Annual GRAMMY Awards  (1973),"Best R&B Vocal Performance, Male",Superstition,Stevie Wonder,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/stevie_wonder_spotlight_679944700.png?itok=B9CVfELw
16th Annual GRAMMY Awards  (1973),"Best R&B Vocal Performance By A Duo, Group Or Chorus",Midnight Train To Georgia,Gladys Knight & The Pips,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Gladys%2BKnight/Gladys%2520Knight_1_1_1575359715.jpg?itok=5ulEHeck
16th Annual GRAMMY Awards  (1973),Best R&B Instrumental Performance,Hang On Sloopy,Ramsey Lewis,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Ramsey%2BLewis/Ramsey%2520Lewis_1_1_1575362694.jpg?itok=OIxa-CF8
16th Annual GRAMMY Awards  (1973),Best Rhythm & Blues Song,Superstition,,"Stevie Wonder, songwriter (Stevie Wonder)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/stevie_wonder_spotlight_679944700.png?itok=B9CVfELw
16th Annual GRAMMY Awards  (1973),Best Soul Gospel Performance,Loves Me Like A Rock,Dixie Hummingbirds,,
16th Annual GRAMMY Awards  (1973),"Best Country Vocal Performance, Female",Let Me Be There,Olivia Newton-John,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Olivia%2BNewton-John/Olivia%2520Newton-John_1_1_1575370845.jpg?itok=SO4aU4ch
16th Annual GRAMMY Awards  (1973),"Best Country Vocal Performance, Male",Behind Closed Doors,Charlie Rich,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Charlie%2BRich/Charlie%2520Rich_1_1_1575369511.jpg?itok=qXHgb3zG
16th Annual GRAMMY Awards  (1973),Best Country Vocal Performance By A Duo Or Group,From The Bottle To The Bottom,Kris Kristofferson & Rita Coolidge,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Kris%2BKristofferson/Kris%2520Kristofferson_1_1_1575366850.jpg?itok=4YIjk-rh
16th Annual GRAMMY Awards  (1973),Best Country Instrumental Performance,Dueling Banjos,Steve Mandell & Eric Weissberg,,
16th Annual GRAMMY Awards  (1973),Best Country Song,Behind Closed Doors,,"Kenny O'Dell, songwriter (Charlie Rich)",
16th Annual GRAMMY Awards  (1973),Best Inspirational Performance,Let's Just Praise The Lord,The Bill Gaither Trio,,
16th Annual GRAMMY Awards  (1973),Best Gospel Performance (Other Than Soul Gospel),Release Me (From My Sin),Blackwood Brothers,,
16th Annual GRAMMY Awards  (1973),Best Ethnic Or Traditional Recording (Including Traditional Blues),Then And Now,Doc Watson,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Doc%2BWatson/Doc%2520Watson_1_1_1575360891.jpg?itok=Vs_t4SOq
16th Annual GRAMMY Awards  (1973),Best Recording For Children,Sesame Street Live,(Sesame Street Cast),,
16th Annual GRAMMY Awards  (1973),Best Comedy Recording,Los Cochinos,Cheech & Chong,,
16th Annual GRAMMY Awards  (1973),Best Spoken Word Recording,Jonathan Livingston Seagull,Richard Harris,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Richard%2BHarris/Richard%2520Harris_1_1_1575365414.jpg?itok=Wagbrgsj
16th Annual GRAMMY Awards  (1973),Best Instrumental Composition,Last Tango In Paris,,"Gato Barbieri, composer (Chuck Mangione and also Herb Alpert)",
16th Annual GRAMMY Awards  (1973),Album Of Best Original Score Written For A Motion Picture Or A Television Special,Jonathan Livingston Seagull,,"Neil Diamond, composer (Neil Diamond)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/neil_diamond_spotlight_457789810.png?itok=vaT9cXYQ
16th Annual GRAMMY Awards  (1973),Best Score From The Original Cast Show Album,A Little Night Music,,"Stephen Sondheim, composer; Goddard Lieberson, producer (Glynis Johns,Len Cariou,Hermoine Gingold,Victoria  Mallory, Patricia Elliott, Teri Ralston)",
16th Annual GRAMMY Awards  (1973),"Album Of The Year, Classical",Bartók: Concerto For Orchestra,,"Pierre Boulez, artist; Thomas Z. Shepard, producer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/pierre_boulez_spotlight_120091990.png?itok=veyvoMiu
16th Annual GRAMMY Awards  (1973),Best Classical Performance - Orchestra,Bartók: Concerto For Orchestra,,(New York Philharmonic),
16th Annual GRAMMY Awards  (1973),Best Opera Recording,Bizet: Carmen,,"Leonard Bernstein; Tom Mowrey, producer (Manhattan Opera Chorus; Metropolitan Opera Orchestra)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Leonard%2BBernstein/Leonard%2520Bernstein_1_1_1575373720.jpg?itok=K2d4Fg05
16th Annual GRAMMY Awards  (1973),"Best Choral Performance, Classical (Other Than Opera)",Walton: Belshazzer's Feast,,(London Symphony Chorus; London Symphony Orchestra),
16th Annual GRAMMY Awards  (1973),Best Chamber Music Performance,Joplin: The Red Back Book,,"Gunther Schuller, artist",
16th Annual GRAMMY Awards  (1973),Best Classical Performance Instrumental Soloist Or Soloists (With Orchestra),Beethoven: Concerti (5) For Piano And Orchestra,,"Vladimir Ashkenazy, artist (Chicago Symphony Orchestra)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Vladimir%2BAshkenazy/Vladimir%2520Ashkenazy_1_1_1575373815.jpg?itok=sLttRDgn
16th Annual GRAMMY Awards  (1973),Best Classical Performance Instrumental Soloist Or Soloists (Without Orchestra),Scriabin: Horowitz Plays Scriabin,,"Vladimir Horowitz, artist",https://www.grammy.com/sites/com/files/styles/artist_circle/public/vladimir_horowitz_spotlight_2634883.png?itok=gIIAX5QM
16th Annual GRAMMY Awards  (1973),Best Classical Vocal Soloist Performance,Puccini: Heroines,,(Sir Edward Downes; New Philharmonia Orchestra),
16th Annual GRAMMY Awards  (1973),Best Engineered Recording - Classical,Bartók: Concerto For Orchestra,,"Edward (Bud) T. Graham & Ray Moore, engineers (Pierre Boulez, conductor)",
15th Annual GRAMMY Awards  (1972),Record Of The Year,The First Time Ever I Saw Your Face,Roberta Flack,"Joel Dorn, producer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Roberta%2BFlack/Roberta%2520Flack_1_1_1575365614.jpg?itok=xIenBn49
15th Annual GRAMMY Awards  (1972),Album Of The Year,The Concert For Bangla Desh,"George Harrison, Ravi Shankar, Bob Dylan, Leon Russell, Ringo Starr, Billy Preston, Eric Clapton & Klaus Voormann","George Harrison & Phil Spector, producers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/georgeharrison-spotlight-515575804.png?itok=MyqUjjZf
15th Annual GRAMMY Awards  (1972),Song Of The Year,The First Time Ever I Saw Your Face,,"Ewan MacColl, songwriter (Roberta Flack)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Ewan%2BMacColl/Ewan%2520MacColl_1_1_1575371243.jpg?itok=uLGEpt7D
15th Annual GRAMMY Awards  (1972),Best New Artist Of The Year,America,,,
15th Annual GRAMMY Awards  (1972),Best Instrumental Arrangement,Theme From The French Connection,,"Don Ellis, arranger (Don Ellis Big Band)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Don%2BEllis/Don%2520Ellis_1_1_1575372243.jpg?itok=A2FnLuar
15th Annual GRAMMY Awards  (1972),Best Arrangement Accompanying Vocalist(s),What Are You Doing The Rest Of Your Life?,,"Michel Legrand, arranger (Sarah Vaughan)",
15th Annual GRAMMY Awards  (1972),Best Engineered Recording - Non-Classical,Moods,,"Armin Steiner, engineer (Neil Diamond)",
15th Annual GRAMMY Awards  (1972),Best Album Cover,The Siegel-Schwall Band,,"Acy R. Lehman, art director (Siegel-Schwall Band)",
15th Annual GRAMMY Awards  (1972),Best Album Notes,Tom T. Hall's Greatest Hits,,"Tom T. Hall, album notes writer (Tom T. Hall)",
15th Annual GRAMMY Awards  (1972),Best Album Notes (Classical),Vaughan Williams: Symphony No. 2 (A London Symphony),,"James Lyons, album notes writer (Andre Previn, conductor)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/James%2BLyons/James%2520Lyons_1_1_1575371052.jpg?itok=gquI1Yqn
15th Annual GRAMMY Awards  (1972),Best Jazz Performance By A Soloist,Alone At Last,,"Gary Burton, soloist",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Gary%2BBurton/Gary%2520Burton_1_1_1575373329.jpg?itok=DnpUyewI
15th Annual GRAMMY Awards  (1972),Best Jazz Performance By A Group,First Light,Freddie Hubbard,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Freddie%2BHubbard/Freddie%2520Hubbard_1_1_1575367506.jpg?itok=fsyGe4j-
15th Annual GRAMMY Awards  (1972),Best Jazz Performance By A Big Band,Toga Brava Suite,Duke Ellington,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/dukeellington-spotlight-627471294.png?itok=JcHFIXXP
15th Annual GRAMMY Awards  (1972),"Best Pop Vocal Performance, Female",I Am Woman,Helen Reddy,,
15th Annual GRAMMY Awards  (1972),"Best Pop Vocal Performance, Male",Without You,Harry Nilsson,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Harry%2BNilsson/Harry%2520Nilsson_1_1_1575365819.jpg?itok=MMqrllKd
15th Annual GRAMMY Awards  (1972),"Best Pop Vocal Performance By A Duo, Group Or Chorus",Where Is The Love,Donny Hathaway & Roberta Flack,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Donny%2BHathaway/Donny%2520Hathaway_1_1_1575372499.jpg?itok=2MI4F-wR
15th Annual GRAMMY Awards  (1972),Best Pop Instrumental Performance By An Instrumental Performer,Outa-Space,Billy Preston,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Billy%2BPreston/Billy%2520Preston_1_1_1575370154.jpg?itok=uxltZFqp
15th Annual GRAMMY Awards  (1972),"Best Pop Instrumental Performance By An Arranger, Composer, Orchestra And/Or Choral Leader",Black Moses,Isaac Hayes,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Isaac%2BHayes/Isaac%2520Hayes_1_1_1575366159.jpg?itok=xLQsw4Y8
15th Annual GRAMMY Awards  (1972),"Best R&B Vocal Performance, Female","Young, Gifted And Black",Aretha Franklin,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/arethafranklin-spotlight-814033614.png?itok=V--ngI5B
15th Annual GRAMMY Awards  (1972),"Best R&B Vocal Performance, Male",Me And Mrs. Jones,Billy Paul,,
15th Annual GRAMMY Awards  (1972),"Best R&B Vocal Performance By A Duo, Group Or Chorus",Papa Was A Rollin' Stone,The Temptations,,
15th Annual GRAMMY Awards  (1972),Best R&B Instrumental Performance,Papa Was A Rollin' Stone,The Temptations & Paul Riser,,
15th Annual GRAMMY Awards  (1972),Best Rhythm & Blues Song,Papa Was A Rollin' Stone,,"Barrett Strong & Norman Whitfield, songwriters (The Temptations)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Norman%2BWhitfield/Norman%2520Whitfield_1_1_1575360323.jpg?itok=Ca_AsG3m
15th Annual GRAMMY Awards  (1972),Best Soul Gospel Performance,Amazing Grace,Aretha Franklin,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/arethafranklin-spotlight-814033614.png?itok=V--ngI5B
15th Annual GRAMMY Awards  (1972),"Best Country Vocal Performance, Female",Happiest Girl In The Whole USA,Donna Fargo,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Donna%2BFargo/Donna%2520Fargo_1_1_1575367760.jpg?itok=D3xZ8Qo9
15th Annual GRAMMY Awards  (1972),"Best Country Vocal Performance, Male",Charley Pride Sings Heart Songs,Charley Pride,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Charley%2BPride/Charley%2520Pride_1_1_1575363654.jpg?itok=YSjOzUd_
15th Annual GRAMMY Awards  (1972),Best Country Vocal Performance By A Duo Or Group,Class Of '57,The Statler Brothers,,
15th Annual GRAMMY Awards  (1972),Best Country Instrumental Performance,Charlie McCoy/The Real McCoy,Charlie McCoy,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Charlie%2BMcCoy/Charlie%2520McCoy_1_1_1575370931.jpg?itok=EFblEEA3
15th Annual GRAMMY Awards  (1972),Best Country Song,Kiss An Angel Good Mornin',,"Ben Peters, songwriter (Charley Pride)",
15th Annual GRAMMY Awards  (1972),Best Inspirational Performance,He Touched Me,Elvis Presley,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/elvis_presley_spotlight_74290646.png?itok=B_5G8OES
15th Annual GRAMMY Awards  (1972),Best Gospel Performance (Other Than Soul Gospel),L-O-V-E,Blackwood Brothers,,
15th Annual GRAMMY Awards  (1972),Best Ethnic Or Traditional Recording (Including Traditional Blues),The London Muddy Waters Session,Muddy Waters,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Muddy%2BWaters/Muddy%2520Waters_1_1_1575369290.jpg?itok=OHx2aKle
15th Annual GRAMMY Awards  (1972),Best Recording For Children,The Electric Company,Rita Moreno & Bill Cosby,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Rita%2BMoreno/Rita%2520Moreno_1_1_1575367151.jpg?itok=V8jW54pu
15th Annual GRAMMY Awards  (1972),Best Comedy Recording,FM And AM,George Carlin,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/George%2BCarlin/George%2520Carlin_1_1_1575366069.jpg?itok=tLG7dOmo
15th Annual GRAMMY Awards  (1972),Best Spoken Word Recording,Lenny,(Original Cast),,
