coordinate,address,city,state,postal_code,ad_type,description,beds,bath,sqr_lot,sqft,year,style,property_type,price,currency
"('37.784373', '-122.479848')",195 20th Ave Apt 11,San Francisco,CA,94121,place,"Price reduced! Cheerful, Sunny 1 bedroom, 1 bath unit on top-floor condominium in desirable Lake Street District. This quiet unit features spacious open floor plan with gas fire place, bay windows, generous bedroom with walk in closet, high ceilings and one car deeded parking. Built in 1993, this attractive 12 unit condominium has a common laundry area and is ideally located near public transportation, restaurants, schools, golf courses, museums, parks and other conveniences. Walk score of 91. Monthly HOA Fee of $432.96 includes water, garbage, common area gas & electricity, professional property management, building insurance and building maintenance.",1,1,,652,Built 1993,Style  Contemporary,Type Condo/Townhome/Row Home/Co-Op,"$730,000",
"('37.777642', '-122.393418')",260 King St Unit 717,San Francisco,CA,94107,place,"Extra Large City View Unit at the Beacon! This updated Jr. 1 Bedroom, 1 Bath + Den 7th floor unit features a separate Den/Alcove, Living/Dining and Sleeping Areas and showcases majestic City Views from the Large Wall to Wall Windows throughout. Features include: wide plank Engineered Wood flooring, fresh paint, updated kitchen with stone counters, upgraded bath, large walk-in closet, in unit washer dryer and 1 car garage parking. Located in the heart of Mission Bay, this unit represents truly City Living at its best with Safeway and Starbucks located in the same building. Cal Train, Muni and Oracle Park are just a stone's throw away and many more restaurants, lounges and services nearby to satisfy your daily lifestyle needs. Common Amenities Include: 24 Hour Lobby Attendant, Heated Pool and Spa, Fitness Center, Club Room with Kitchen Facilities, Dog Run, Sun Patio and Green Belt, Business Center as well as On Site Management.",1,1,,759,Built 2004,Style  Contemporary,Type Condo/Townhome/Row Home/Co-Op,"$769,000",
"('37.714937', '-122.402224')",234 Campbell Ave,San Francisco,CA,94134,place,PRICE REDUCTION!! First time on the market in over 30+ years. Vintage home in Visitacion Valley offers endless possibilities. The home is conveniently local near 101/280 & San Francisco Airport. new interior & exterior paint. outside drain and wall repaired. full kitchen remodel all new appliances. popcorn removed from ceiling and finished coated. one and half bathroom full remodel. Hallway recessed lighting. Come enjoy the view from the deck off the livingroom balcony. A great place to live. A Must See!,3,1.5,"2,688","1,252",Built 1963,Built 1963,Type Single Family Home,"$950,000",
"('37.781386', '-122.421406')",601 Van Ness Ave Apt 205,San Francisco,CA,94102,place,"Beautifully updated unit, originally 2 bedrooms and converted to one bedroom plus den/office which can be converted back to a second bedroom. Two updated full baths, laminate flooring throughout, updated kitchen with maple cabinetry and corian counters, private balcony, and leased parking. Unit is located across from the laundry room.",2,2,,881,Built 1983,Built 1983,Type Condo/Townhome/Row Home/Co-Op,"$859,000",
"('37.794007', '-122.442443')",2741 Vallejo St,San Francisco,CA,94123,place,"Rare Pacific Heights offering! Glorious views from the four-level family home with five bedrooms, five full and two half bathrooms and a two-car side-by-side garage. Stunning family room and office with sweeping views and a large deck. Walk-out south garden accessed from the kitchen as well as the bedroom level. The most recent remodel included massive seismic improvements and top-of-the-line fixtures and fittings, and it has since been recently refreshed with numerous amenities, making it completely move-in ready. Fabulous flow and intuitive floorplan, with every window boasting a view either of the Bay and Golden Gate Bridge or out onto the greenery of the several decks and garden. Located on an exclusive and quiet street surrounded by lovely homes and a short distance to the Presidio, Crissy Field, or to Union and Fillmore Street shops and restaurants as well as to the excellent private schools in the neighborhood.",5,6,"3,436","4,645",Built 1907,Style  Traditional/Edwardian,Type Single Family Home,"$9,500,000",
"('37.804244', '-122.405504')",220 Lombard St Apt 522,San Francisco,CA,94111,place,"Located on the prestigious North Waterfront. Parc Telegraph offers a serene, secured retreat with close proximity to Downtown Financial District, North Beach, Levi's Plaza, Ferry Plaza, Farmers Market, Fisherman's Wharf, AT&T Ballpark, great shops, activities, restaurants of the Embarcadero and surrounding area. 24 hour security/doorman, fitness center, spa, club room with kitchen and a guest suite. 1 BR/1BA move in ready unit faces east with ocean and Bay Bridge views. Open floor plan presents a spacious kitchen, living area with plantation shutters, 10 ft.ceilings, spacious organizer closets throughout. Kitchen with breakfast bar and stainless steel appliances. Free laundry facilities across unit and on each floor.1 car parking in secured garage+storage.",1,1,1.15,603,Built 1993,Style  Contemporary/Modern / High Tech,Type Condo/Townhome/Row Home/Co-Op,"$659,800",
"('37.74358', '-122.406512')",384 Holladay Ave,San Francisco,CA,94110,place,"Vacant lot with views of the Bay in a prime Bernal location. Situated on a quiet street, this lot has preliminary drawings for a large modern residence. Drawings are for 2, 605 square foot home on three levels. The proposed four bedroom/three and a half bath home has decks on each level and a desirable open floor plan. The residence would have three bedrooms/two baths on one level, one en-suite and the others have patio and yard access. The main living level is ideal for entertaining with a living room & attached patio, half bath, a chef's kitchen and dining room that flows to a spacious deck overlooking the yard. Elevating to the top level is a master retreat. The master bedroom overlooks the garden and has a spa-like bath with shower & tub, a walk in closet and access to a terrace that looks onto the Bay. Additionally the top level has a flexible room that could be used for a bedroom or home office. This home has a two car garage and an open palate to create a design masterpiece.",,,"1,742",,,Type Land,Type Land,"$795,000",
"('37.790234', '-122.391464')",280 Spear St Unit 14C,San Francisco,CA,94105,place,"Explore a new angle on life at MIRA, luxury condominium homes developed by the team at Tishman Speyer and designed by award-winning architecture Studio Gang. Located at the corner of Spear and Folsom Streets in San Francisco, CA, MIRA features iconic architecture, innovative layouts, striking views and a bold attitude. Fresh and forward-thinking, MIRA invites you to shift your perspective on living in San Francisco. All images are representative of the development.",2,2,,"1,204",Built 2019,Style  Modern/High Tech,Type Condo/Townhome/Row Home/Co-Op,"$1,795,000",
"('37.778309', '-122.425802')",555 Fulton St Unit 317,San Francisco,CA,94102,place,"Fulton 555 is a modern collection of 139 junior one-, one-, two-bedroom condominiums and townhomes designed by Ian Birchall & Associates, located in the heart of Hayes Valley. Residence #317 is a spacious north-facing 2 bedroom / 2 bath home with views of the private interior courtyard and open eat-in kitchen and living room. Other features include floor-to-ceiling windows, stainless steel Bosch appliances, modern cabinets, and hardwood floors throughout. The building's amenities include an onsite organic grocery, rooftop terrace, dog park, bicycle workstation, lobby attendant, and private lounge. Fulton 555 is centrally located, just steps from San Francisco's illustrious performing arts venues, serious foodie locales, trend-setting boutiques and strollable streets.",2,2,,"1,034",,Style  Contemporary,Type Condo/Townhome/Row Home/Co-Op,"$1,480,000",
"('37.790234', '-122.391464')",280 Spear St Unit 6F,San Francisco,CA,94105,place,"MIRA Sales Gallery located at 163 Main Street (Between Howard St & Mission St). Explore a new angle on life at MIRA, luxury condominium homes developed by the team at Tishman Speyer and designed by award-winning architecture Studio Gang. Located at the corner of Spear and Folsom Streets in San Francisco, CA, MIRA features iconic architecture, innovative layouts, striking views and a bold attitude. Fresh and forward-thinking, MIRA invites you to shift your perspective on living in San Francisco. All images are representative of the development.",2,2,,"1,356",Built 2019,Style  Modern/High Tech,Type Condo/Townhome/Row Home/Co-Op,"$1,595,000",
"('37.790234', '-122.391464')",280 Spear St Unit 4M,San Francisco,CA,94105,place,"Explore a new angle on life at MIRA, luxury condominium homes developed by the team at Tishman Speyer and designed by award-winning architecture Studio Gang. Located at the corner of Spear and Folsom Streets in San Francisco, CA, MIRA features iconic architecture, innovative layouts, striking views and a bold attitude. Fresh and forward-thinking, MIRA invites you to shift your perspective on living in San Francisco. All images are representative of the development.",2,1,,938,Built 2019,Style  Modern/High Tech,Type Condo/Townhome/Row Home/Co-Op,"$1,025,000",
"('37.804244', '-122.405504')",220 Lombard St Apt 219,San Francisco,CA,94111,place,"Located on the prestigious North Waterfront. Parc Telegraph offers a serene, secured retreat with close proximity to Downtown Financial District, North Beach, Levi's Plaza, Ferry Plaza, Farmers Market, Fisherman's Wharf, AT&T Ballpark, great shops, activities, restaurants of the Embarcadero and surrounding area. 24 hour security/doorman, fitness center, club room with kitchen and a guest suite. 1 BR/1BA move in ready unit faces east with great ambient views. Open floor plan presents a private step up BR/den, a spacious kitchen, living area, 10 ft.ceilings, and spacious organizer closets throughout. Kitchen with breakfast bar .Free laundry facilities across unit and on each floor.1 car parking in secured garage+storage.",1,1,1.15,709,Built 1992,Style  Contemporary/Modern / High Tech,Type Condo/Townhome/Row Home/Co-Op,"$659,900",
